price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,was_renovated,city_Auburn,city_Beaux Arts Village,city_Bellevue,city_Black Diamond,city_Bothell,city_Burien,city_Carnation,city_Clyde Hill,city_Covington,city_Des Moines,city_Duvall,city_Enumclaw,city_Fall City,city_Federal Way,city_Inglewood-Finn Hill,city_Issaquah,city_Kenmore,city_Kent,city_Kirkland,city_Lake Forest Park,city_Maple Valley,city_Medina,city_Mercer Island,city_Milton,city_Newcastle,city_Normandy Park,city_North Bend,city_Pacific,city_Preston,city_Ravensdale,city_Redmond,city_Renton,city_Sammamish,city_SeaTac,city_Seattle,city_Shoreline,city_Skykomish,city_Snoqualmie,city_Snoqualmie Pass,city_Tukwila,city_Vashon,city_Woodinville,city_Yarrow Point,total_sqft,sqft_ratio,bed_bath_ratio,property_age,rooms_total
313000.0,3.0,1.5,1340,7912,1.5,0,0,3,1340,0,1955,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9252,0.1693415897889549,1.2,60,4.5
2384000.0,5.0,2.5,3650,9050,2.0,0,4,5,3370,280,1921,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12700,0.4032703568666446,1.4285714285714286,94,7.5
342000.0,3.0,2.0,1930,11947,1.0,0,0,4,1930,0,1966,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13877,0.16153331101439572,1.0,49,5.0
420000.0,3.0,2.25,2000,8030,1.0,0,0,4,1000,1000,1963,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10030,0.24903498941601296,0.9230769230769231,52,5.25
550000.0,4.0,2.5,1940,10500,1.0,0,0,4,1140,800,1976,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,12440,0.18474431006570802,1.1428571428571428,39,6.5
490000.0,2.0,1.0,880,6380,1.0,0,0,3,880,0,1938,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7260,0.13790941858642847,1.0,77,3.0
335000.0,2.0,2.0,1350,2560,1.0,0,0,3,1350,0,1976,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3910,0.5271378367825068,0.6666666666666666,39,4.0
482000.0,4.0,2.5,2710,35868,2.0,0,0,3,2710,0,1989,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38578,0.07555270567899858,1.1428571428571428,26,6.5
452500.0,3.0,2.5,2430,88426,1.0,0,0,4,1570,860,1985,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90856,0.0274802944801927,0.8571428571428571,30,5.5
640000.0,4.0,2.0,1520,6200,1.5,0,0,3,1520,0,1945,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7720,0.24512175455571683,1.3333333333333333,70,6.0
463000.0,3.0,1.75,1710,7320,1.0,0,0,3,1710,0,1948,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9030,0.23357464827209398,1.0909090909090908,67,4.75
1400000.0,4.0,2.5,2920,4000,1.5,0,0,5,1910,1010,1909,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6920,0.7298175456135966,1.1428571428571428,106,6.5
588500.0,3.0,1.75,2330,14892,1.0,0,0,3,1970,360,1980,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,17222,0.15644933861545693,1.0909090909090908,35,4.75
365000.0,3.0,1.0,1090,6435,1.0,0,0,4,1090,0,1955,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7525,0.16935985083903046,1.5,60,4.0
1200000.0,5.0,2.75,2910,9480,1.5,0,0,3,2910,0,1939,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12390,0.30692964877122664,1.3333333333333333,76,7.75
242500.0,3.0,1.5,1200,9720,1.0,0,0,4,1200,0,1965,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10920,0.12344409011418578,1.2,50,4.5
419000.0,3.0,1.5,1570,6700,1.0,0,0,4,1570,0,1956,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8270,0.23429338904641098,1.2,59,4.5
367500.0,4.0,3.0,3110,7231,2.0,0,0,3,3110,0,1997,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10341,0.430033185840708,1.0,18,7.0
257950.0,3.0,1.75,1370,5858,1.0,0,0,3,1370,0,1987,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7228,0.23382829834442737,1.0909090909090908,28,4.75
275000.0,3.0,1.5,1180,10277,1.0,0,0,3,1180,0,1983,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11457,0.11480832846857365,1.2,32,4.5
750000.0,3.0,1.75,2240,10578,2.0,0,0,5,1550,690,1923,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12818,0.21174024009830797,1.0909090909090908,92,4.75
435000.0,4.0,1.0,1450,8800,1.0,0,0,4,1450,0,1954,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10250,0.1647540052266788,2.0,61,5.0
626000.0,3.0,2.25,1750,1572,2.5,0,0,3,1470,280,2005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3322,1.112523839796567,0.9230769230769231,10,5.25
612500.0,4.0,2.5,2730,12261,2.0,0,0,3,2730,0,1991,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14991,0.22263904746370902,1.1428571428571428,24,6.5
495000.0,4.0,1.75,1600,6380,1.0,0,0,3,1130,470,1959,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7980,0.2507443974298699,1.4545454545454546,56,5.75
285000.0,3.0,2.5,2090,10834,1.0,0,0,4,1360,730,1987,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12924,0.19289340101522842,0.8571428571428571,28,5.5
615000.0,3.0,1.75,2360,7291,1.0,0,0,4,1360,1000,1948,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9651,0.3236423477783873,1.0909090909090908,67,4.75
698000.0,4.0,2.25,2200,11250,1.5,0,0,5,1300,900,1920,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13450,0.19553817438449916,1.2307692307692308,95,6.25
675000.0,5.0,2.5,2820,67518,2.0,0,0,3,2820,0,1979,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70338,0.04176602141619396,1.4285714285714286,36,7.5
790000.0,3.0,2.5,2600,4750,1.0,0,0,4,1700,900,1951,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7350,0.5472532098505578,0.8571428571428571,64,5.5
382500.0,4.0,1.75,1560,8700,1.0,0,0,4,1560,0,1967,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10260,0.1792897368118607,1.4545454545454546,48,5.75
499950.0,4.0,2.5,2860,3345,2.0,0,0,3,2190,670,2004,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6205,0.8547519426180514,1.1428571428571428,11,6.5
650000.0,4.0,2.0,1820,5000,1.5,0,1,3,1640,180,1945,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6820,0.3639272145570886,1.3333333333333333,70,6.0
625000.0,4.0,2.5,2820,8408,2.0,0,0,3,2820,0,2014,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11228,0.3353549768105601,1.1428571428571428,1,6.5
400000.0,4.0,2.5,3630,42884,1.5,0,0,3,2300,1330,1979,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46514,0.08464498076250437,1.1428571428571428,36,6.5
604000.0,3.0,2.5,3240,33151,2.0,0,2,3,3240,0,1995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36391,0.09773166023166023,0.8571428571428571,20,5.5
440000.0,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5650,0.16491445062873633,1.0,71,3.0
287200.0,3.0,3.0,1850,19966,1.0,0,0,4,1090,760,1992,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21816,0.09265287724745831,0.75,23,6.0
403000.0,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,1957,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15060,0.14960690023662315,1.0,58,5.0
750000.0,3.0,2.5,2390,6550,1.0,0,2,4,1440,950,1955,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8940,0.3648297969775607,0.8571428571428571,60,5.5
335000.0,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,1978,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17795,0.09743463246176616,0.9230769230769231,37,5.25
260000.0,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,1974,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10105,0.17157431022490147,1.3333333333333333,41,6.0
308500.0,2.0,1.0,850,6174,1.0,0,0,4,850,0,1950,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7024,0.13765182186234817,1.0,65,3.0
439950.0,3.0,2.5,1770,2875,2.0,0,0,3,1770,0,1990,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4645,0.6154381084840056,0.8571428571428571,25,5.5
